,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,filename,datetime,burst,burst_type,link,split,spectrogram_f,spectrogram_t
234,234,9542,9542,291,FITfiles/2024-11-09/Beelink1_20241109_183000_59.fit,2024-11-09 18:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/11/09/ALASKA-ANCHORAGE_20241109_233000_01.fit.gz,train,190.0,3600.0
235,235,1975,1975,3325,FITfiles/2024-05-21/UMICH_20240521_105959_59.fit,2024-05-21 11:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/21/ALASKA-COHOE_20240521_150000_62.fit.gz,valid,190.0,3600.0
236,236,3842,3842,2203,FITfiles/2024-06-22/UMICH_20240622_143000_59.fit,2024-06-22 14:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/22/ALASKA-ANCHORAGE_20240622_183000_01.fit.gz,train,190.0,3600.0
238,238,6199,6199,4950,FITfiles/2024-08-08/Beelink1_20240808_160000_59.fit,2024-08-08 16:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/08/ALASKA-ANCHORAGE_20240808_200000_01.fit.gz,train,190.0,3600.0
239,239,5108,5108,7590,FITfiles/2024-07-20/Beelink1_20240720_203000_59.fit,2024-07-20 20:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/21/ALASKA-ANCHORAGE_20240721_003000_01.fit.gz,valid,190.0,3600.0
240,240,7563,7563,274,FITfiles/2024-09-22/UMICH_20240922_173000_59.fit,2024-09-22 17:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/22/ALASKA-ANCHORAGE_20240922_213000_01.fit.gz,train,190.0,3600.0
241,241,4276,4276,7976,FITfiles/2024-06-30/UMICH_20240630_164500_59.fit,2024-06-30 16:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/30/ALASKA-ANCHORAGE_20240630_204500_01.fit.gz,train,190.0,3600.0
242,242,3422,3422,1946,FITfiles/2024-06-15/UMICH_20240615_111459_59.fit,2024-06-15 11:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/15/ALASKA-ANCHORAGE_20240615_151500_01.fit.gz,valid,190.0,3600.0
243,243,8962,8962,9638,FITfiles/2024-10-30/Beelink1_20241030_183000_59.fit,2024-10-30 18:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/30/ALASKA-ANCHORAGE_20241030_223000_01.fit.gz,train,190.0,3600.0
246,246,6731,6731,9387,FITfiles/2024-09-06/UMICH_20240906_151500_59.fit,2024-09-06 15:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/06/ALASKA-ANCHORAGE_20240906_191500_01.fit.gz,train,190.0,3600.0
247,247,1859,1859,2288,FITfiles/2024-05-19/UMICH_20240519_110000_59.fit,2024-05-19 11:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/19/ALASKA-COHOE_20240519_150000_62.fit.gz,test,190.0,3600.0
248,248,4584,4584,2835,FITfiles/2024-07-05/Beelink1_20240705_204500_59.fit,2024-07-05 20:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/06/ALASKA-ANCHORAGE_20240706_004500_01.fit.gz,valid,190.0,3591.0
250,250,7885,7885,5257,FITfiles/2024-09-28/UMICH_20240928_154500_59.fit,2024-09-28 15:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/28/ALASKA-ANCHORAGE_20240928_194500_01.fit.gz,train,190.0,3600.0
251,251,2061,2061,4649,FITfiles/2024-05-22/UMICH_20240522_180000_59.fit,2024-05-22 18:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/22/ALASKA-ANCHORAGE_20240522_220000_01.fit.gz,train,190.0,3600.0
253,253,7333,7333,308,FITfiles/2024-09-18/UMICH_20240918_180000_59.fit,2024-09-18 18:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/18/ALASKA-ANCHORAGE_20240918_220000_01.fit.gz,train,190.0,3600.0
254,254,3420,3420,1953,FITfiles/2024-06-15/UMICH_20240615_104459_59.fit,2024-06-15 10:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/15/ALASKA-COHOE_20240615_144500_62.fit.gz,train,190.0,3600.0
255,255,8736,8736,1466,FITfiles/2024-10-26/Beelink1_20241026_200000_59.fit,2024-10-26 20:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/27/ALASKA-ANCHORAGE_20241027_000000_01.fit.gz,test,190.0,3600.0
256,256,4990,4990,4376,FITfiles/2024-07-18/Beelink1_20240718_200000_59.fit,2024-07-18 20:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/19/ALASKA-ANCHORAGE_20240719_000000_01.fit.gz,valid,190.0,3600.0
258,258,4084,4084,2782,FITfiles/2024-06-26/UMICH_20240626_170000_59.fit,2024-06-26 17:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/26/ALASKA-ANCHORAGE_20240626_210000_01.fit.gz,train,190.0,3600.0
259,259,3305,3305,8013,FITfiles/2024-06-13/UMICH_20240613_105959_59.fit,2024-06-13 11:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/13/ALASKA-COHOE_20240613_150000_62.fit.gz,train,190.0,3600.0
262,262,7548,7548,199,FITfiles/2024-09-22/UMICH_20240922_133450_01.fit,2024-09-22 13:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/22/ALASKA-ANCHORAGE_20240922_173000_01.fit.gz,train,190.0,924.0
263,263,6291,6291,9175,FITfiles/2024-08-10/Beelink1_20240810_100000_59.fit,2024-08-10 10:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/10/ALASKA-ANCHORAGE_20240810_140000_01.fit.gz,train,190.0,3600.0
264,264,6015,6015,4157,FITfiles/2024-08-05/Beelink1_20240805_133000_59.fit,2024-08-05 13:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/05/ALASKA-ANCHORAGE_20240805_173000_01.fit.gz,train,190.0,3600.0
265,265,980,980,7495,FITfiles/2024-04-18/Beelink1_20240418_133000_59.fit,2024-04-18 13:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/18/ALASKA-ANCHORAGE_20240418_173000_01.fit.gz,valid,190.0,3600.0
266,266,5797,5797,8203,FITfiles/2024-08-01/Beelink1_20240801_170000_59.fit,2024-08-01 17:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/01/ALASKA-ANCHORAGE_20240801_210000_01.fit.gz,valid,190.0,3600.0
267,267,2753,2753,1986,FITfiles/2024-06-03/UMICH_20240603_174500_59.fit,2024-06-03 17:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/03/ALASKA-ANCHORAGE_20240603_214500_01.fit.gz,train,190.0,3600.0
269,269,6043,6043,4102,FITfiles/2024-08-05/Beelink1_20240805_203000_59.fit,2024-08-05 20:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/06/ALASKA-ANCHORAGE_20240806_003000_01.fit.gz,train,190.0,3600.0
270,270,2820,2820,7667,FITfiles/2024-06-04/UMICH_20240604_200000_59.fit,2024-06-04 20:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/05/ALASKA-ANCHORAGE_20240605_000000_01.fit.gz,train,190.0,3600.0
271,271,6562,6562,9203,FITfiles/2024-09-03/UMICH_20240903_163000_59.fit,2024-09-03 16:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/03/ALASKA-ANCHORAGE_20240903_203000_01.fit.gz,valid,190.0,3600.0
273,273,7510,7510,1486,FITfiles/2024-09-21/UMICH_20240921_184500_59.fit,2024-09-21 18:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/21/ALASKA-ANCHORAGE_20240921_224500_01.fit.gz,test,190.0,3600.0
274,274,5769,5769,8240,FITfiles/2024-08-01/Beelink1_20240801_100000_59.fit,2024-08-01 10:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/01/ALASKA-ANCHORAGE_20240801_140000_01.fit.gz,train,190.0,3600.0
275,275,9074,9074,234,FITfiles/2024-11-01/Beelink1_20241101_173000_59.fit,2024-11-01 17:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/11/01/ALASKA-ANCHORAGE_20241101_213000_01.fit.gz,train,190.0,3600.0
276,276,6890,6890,3179,FITfiles/2024-09-09/UMICH_20240909_112959_59.fit,2024-09-09 11:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/09/ALASKA-ANCHORAGE_20240909_153000_01.fit.gz,train,190.0,3600.0
277,277,6251,6251,7877,FITfiles/2024-08-09/Beelink1_20240809_143000_59.fit,2024-08-09 14:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/09/ALASKA-ANCHORAGE_20240809_183000_01.fit.gz,valid,190.0,3600.0
278,278,9426,9426,915,FITfiles/2024-11-07/Beelink1_20241107_183000_59.fit,2024-11-07 18:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/11/07/ALASKA-ANCHORAGE_20241107_233000_01.fit.gz,test,190.0,3600.0
280,280,9468,9468,1400,FITfiles/2024-11-08/Beelink1_20241108_143000_59.fit,2024-11-08 14:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/11/08/ALASKA-ANCHORAGE_20241108_193000_01.fit.gz,train,190.0,3600.0
282,282,3082,3082,8846,FITfiles/2024-06-09/UMICH_20240609_131500_59.fit,2024-06-09 13:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/09/ALASKA-ANCHORAGE_20240609_171500_01.fit.gz,train,190.0,3600.0
283,283,4591,4591,5754,FITfiles/2024-07-06/Beelink1_20240706_080000_59.fit,2024-07-06 08:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/06/ALASKA-HAARP_20240706_120000_62.fit.gz,train,190.0,3600.0
285,285,4631,4631,5724,FITfiles/2024-07-06/Beelink1_20240706_180000_59.fit,2024-07-06 18:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/06/ALASKA-ANCHORAGE_20240706_220000_01.fit.gz,train,190.0,3600.0
287,287,7507,7507,1494,FITfiles/2024-09-21/UMICH_20240921_180000_59.fit,2024-09-21 18:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/21/ALASKA-ANCHORAGE_20240921_220000_01.fit.gz,test,190.0,3600.0
288,288,4916,4916,5899,FITfiles/2024-07-17/Beelink1_20240717_160000_59.fit,2024-07-17 16:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/17/ALASKA-ANCHORAGE_20240717_200000_01.fit.gz,train,190.0,3600.0
290,290,5881,5881,4789,FITfiles/2024-08-03/Beelink1_20240803_090000_59.fit,2024-08-03 09:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/03/ALASKA-ANCHORAGE_20240803_130000_01.fit.gz,train,190.0,3600.0
293,293,5662,5662,3893,FITfiles/2024-07-30/Beelink1_20240730_121459_59.fit,2024-07-30 12:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/30/ALASKA-ANCHORAGE_20240730_161500_01.fit.gz,valid,190.0,3595.0
295,295,4912,4912,5919,FITfiles/2024-07-17/Beelink1_20240717_150000_59.fit,2024-07-17 15:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/17/ALASKA-ANCHORAGE_20240717_190000_01.fit.gz,test,190.0,3600.0
296,296,3779,3779,2148,FITfiles/2024-06-21/UMICH_20240621_131500_59.fit,2024-06-21 13:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/21/ALASKA-ANCHORAGE_20240621_171500_01.fit.gz,train,190.0,3600.0
297,297,14,14,4469,FITfiles/2024-01-21/Beelink1_20240121_180100_01.fit,2024-01-21 18:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/21/ALASKA-ANCHORAGE_20240121_230000_01.fit.gz,valid,190.0,298.0
298,298,1610,1610,5936,FITfiles/2024-04-29/Beelink1_20240429_113000_59.fit,2024-04-29 11:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/29/ALASKA-ANCHORAGE_20240429_153000_01.fit.gz,train,190.0,3600.0
299,299,5385,5385,6533,FITfiles/2024-07-25/Beelink1_20240725_153000_59.fit,2024-07-25 15:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/25/ALASKA-ANCHORAGE_20240725_193000_01.fit.gz,train,190.0,3600.0
300,300,8936,8936,9604,FITfiles/2024-10-30/Beelink1_20241030_120000_59.fit,2024-10-30 12:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/30/ALASKA-ANCHORAGE_20241030_160000_01.fit.gz,test,190.0,3600.0
301,301,4895,4895,5920,FITfiles/2024-07-17/Beelink1_20240717_104500_59.fit,2024-07-17 10:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/17/ALASKA-ANCHORAGE_20240717_144500_01.fit.gz,test,190.0,3600.0
302,302,2456,2456,4078,FITfiles/2024-05-29/UMICH_20240529_150000_59.fit,2024-05-29 15:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/29/ALASKA-ANCHORAGE_20240529_190000_01.fit.gz,test,190.0,3600.0
304,304,7766,7766,8807,FITfiles/2024-09-26/UMICH_20240926_150000_59.fit,2024-09-26 15:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/26/ALASKA-ANCHORAGE_20240926_190000_01.fit.gz,train,190.0,3600.0
305,305,4554,4554,2879,FITfiles/2024-07-05/Beelink1_20240705_131500_59.fit,2024-07-05 13:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/05/ALASKA-ANCHORAGE_20240705_171500_01.fit.gz,train,190.0,3600.0
306,306,4520,4520,6457,FITfiles/2024-07-04/Beelink1_20240704_191500_59.fit,2024-07-04 19:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/04/ALASKA-ANCHORAGE_20240704_231500_01.fit.gz,train,190.0,3600.0
309,309,5925,5925,4764,FITfiles/2024-08-03/Beelink1_20240803_200000_59.fit,2024-08-03 20:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/04/ALASKA-ANCHORAGE_20240804_000000_01.fit.gz,train,190.0,3600.0
310,310,7308,7308,338,FITfiles/2024-09-18/UMICH_20240918_114459_59.fit,2024-09-18 11:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/18/ALASKA-ANCHORAGE_20240918_154500_01.fit.gz,valid,190.0,3600.0
311,311,5279,5279,8602,FITfiles/2024-07-23/Beelink1_20240723_180000_59.fit,2024-07-23 18:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/23/ALASKA-ANCHORAGE_20240723_220000_01.fit.gz,train,190.0,3600.0
312,312,9348,9348,9102,FITfiles/2024-11-06/Beelink1_20241106_133000_59.fit,2024-11-06 13:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/11/06/ALASKA-ANCHORAGE_20241106_183000_01.fit.gz,train,190.0,3600.0
315,315,7587,7587,7336,FITfiles/2024-09-23/UMICH_20240923_134500_59.fit,2024-09-23 13:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/23/ALASKA-ANCHORAGE_20240923_174500_01.fit.gz,train,190.0,3600.0
316,316,6941,6941,8468,FITfiles/2024-09-10/UMICH_20240910_094500_59.fit,2024-09-10 09:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/10/ALASKA-ANCHORAGE_20240910_134500_01.fit.gz,train,190.0,3600.0
317,317,3977,3977,4011,FITfiles/2024-06-24/UMICH_20240624_191500_59.fit,2024-06-24 19:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/24/ALASKA-ANCHORAGE_20240624_231500_01.fit.gz,train,190.0,3600.0
318,318,4813,4813,4983,FITfiles/2024-07-15/Beelink1_20240715_191500_59.fit,2024-07-15 19:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/15/ALASKA-ANCHORAGE_20240715_231500_01.fit.gz,train,190.0,3600.0
319,319,9680,9680,1289,FITfiles/2024-11-12/Beelink1_20241112_103000_59.fit,2024-11-12 10:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/11/12/ALASKA-COHOE_20241112_153000_62.fit.gz,valid,190.0,3600.0
321,321,5886,5886,4343,FITfiles/2024-08-03/Beelink1_20240803_101500_59.fit,2024-08-03 10:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/03/ALASKA-ANCHORAGE_20240803_141500_01.fit.gz,train,190.0,3600.0
322,322,1239,1239,3353,FITfiles/2024-04-22/Beelink1_20240422_201500_59.fit,2024-04-22 20:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/23/ALASKA-ANCHORAGE_20240423_001500_01.fit.gz,train,190.0,3590.0
323,323,1104,1104,8328,FITfiles/2024-04-20/Beelink1_20240420_153000_59.fit,2024-04-20 15:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/20/ALASKA-ANCHORAGE_20240420_193000_01.fit.gz,valid,190.0,3600.0
324,324,6959,6959,7316,FITfiles/2024-09-10/UMICH_20240910_141500_59.fit,2024-09-10 14:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/10/ALASKA-ANCHORAGE_20240910_181500_01.fit.gz,train,190.0,3593.0
325,325,4610,4610,5729,FITfiles/2024-07-06/Beelink1_20240706_124500_59.fit,2024-07-06 12:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/06/ALASKA-ANCHORAGE_20240706_164500_01.fit.gz,valid,190.0,3600.0
326,326,1780,1780,1875,FITfiles/2024-05-15/Beelink1_20240515_121459_59.fit,2024-05-15 12:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/15/ALASKA-ANCHORAGE_20240515_161500_01.fit.gz,test,190.0,3594.0
327,327,7440,7440,1089,FITfiles/2024-09-20/UMICH_20240920_154500_59.fit,2024-09-20 15:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/20/ALASKA-ANCHORAGE_20240920_194500_01.fit.gz,train,190.0,3600.0
328,328,4623,4623,5728,FITfiles/2024-07-06/Beelink1_20240706_160000_59.fit,2024-07-06 16:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/06/ALASKA-ANCHORAGE_20240706_200000_01.fit.gz,train,190.0,3600.0
329,329,5967,5967,2911,FITfiles/2024-08-04/Beelink1_20240804_160000_59.fit,2024-08-04 16:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/04/ALASKA-HAARP_20240804_200000_63.fit.gz,train,190.0,3600.0
330,330,5597,5597,6703,FITfiles/2024-07-29/Beelink1_20240729_103000_59.fit,2024-07-29 10:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/29/ALASKA-ANCHORAGE_20240729_143000_01.fit.gz,train,190.0,3600.0
331,331,4071,4071,2798,FITfiles/2024-06-26/UMICH_20240626_134500_59.fit,2024-06-26 13:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/26/ALASKA-ANCHORAGE_20240626_174500_01.fit.gz,train,190.0,3600.0
332,332,1855,1855,2275,FITfiles/2024-05-19/UMICH_20240519_100000_59.fit,2024-05-19 10:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/05/19/ALASKA-COHOE_20240519_140000_62.fit.gz,valid,190.0,3600.0
333,333,2898,2898,4930,FITfiles/2024-06-06/UMICH_20240606_102959_59.fit,2024-06-06 10:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/06/ALASKA-COHOE_20240606_143000_62.fit.gz,train,190.0,3600.0
335,335,7169,7169,1613,FITfiles/2024-09-15/UMICH_20240915_203000_59.fit,2024-09-15 20:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/09/16/ALASKA-ANCHORAGE_20240916_003000_01.fit.gz,train,190.0,3600.0
337,337,3730,3730,3438,FITfiles/2024-06-20/UMICH_20240620_153000_59.fit,2024-06-20 15:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/20/ALASKA-ANCHORAGE_20240620_193000_01.fit.gz,valid,190.0,3600.0
339,339,4787,4787,5015,FITfiles/2024-07-15/Beelink1_20240715_124500_59.fit,2024-07-15 12:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/15/ALASKA-ANCHORAGE_20240715_164500_01.fit.gz,train,190.0,3600.0
341,341,4493,4493,6474,FITfiles/2024-07-04/Beelink1_20240704_123000_59.fit,2024-07-04 12:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/07/04/ALASKA-ANCHORAGE_20240704_163000_01.fit.gz,test,190.0,3600.0
343,343,1200,1200,3410,FITfiles/2024-04-22/Beelink1_20240422_103000_59.fit,2024-04-22 10:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/22/ALASKA-HAARP_20240422_143000_62.fit.gz,valid,190.0,3600.0
344,344,3786,3786,2154,FITfiles/2024-06-21/UMICH_20240621_150000_59.fit,2024-06-21 15:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/21/ALASKA-ANCHORAGE_20240621_190000_01.fit.gz,valid,190.0,3600.0
345,345,797,797,4432,FITfiles/2024-04-15/Beelink1_20240415_111500_59.fit,2024-04-15 11:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/15/ALASKA-ANCHORAGE_20240415_151500_01.fit.gz,test,190.0,3600.0
346,346,9517,9517,278,FITfiles/2024-11-09/Beelink1_20241109_121500_59.fit,2024-11-09 12:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/11/09/ALASKA-ANCHORAGE_20241109_171500_01.fit.gz,valid,190.0,3590.0
347,347,106,106,3721,FITfiles/2024-03-10/Beelink1_20240310_160000_59.fit,2024-03-10 16:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/10/ALASKA-ANCHORAGE_20240310_200000_01.fit.gz,test,190.0,3600.0
348,348,796,796,4436,FITfiles/2024-04-15/Beelink1_20240415_110000_59.fit,2024-04-15 11:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/15/ALASKA-COHOE_20240415_150000_62.fit.gz,valid,190.0,3600.0
350,350,3683,3683,8089,FITfiles/2024-06-19/UMICH_20240619_183000_59(1).fit,2024-06-19 18:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/19/ALASKA-ANCHORAGE_20240619_223000_01.fit.gz,train,190.0,3600.0
352,352,3036,3036,2088,FITfiles/2024-06-08/UMICH_20240608_161500_59.fit,2024-06-08 16:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/06/08/ALASKA-ANCHORAGE_20240608_201500_01.fit.gz,train,190.0,3593.0
353,353,626,626,5546,FITfiles/2024-04-09/Beelink1_20240409_171500_59.fit,2024-04-09 17:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/09/ALASKA-ANCHORAGE_20240409_211500_01.fit.gz,valid,190.0,3600.0
354,354,6010,6010,4143,FITfiles/2024-08-05/Beelink1_20240805_121459_59.fit,2024-08-05 12:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/08/05/ALASKA-ANCHORAGE_20240805_161500_01.fit.gz,valid,190.0,3595.0
355,355,8072,8072,7397,FITfiles/2024-10-01/UMICH_20241001_190000_59.fit,2024-10-01 19:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/10/01/ALASKA-ANCHORAGE_20241001_230000_01.fit.gz,test,190.0,3600.0
356,356,0,0,7264,FITfiles/2024-01-20/Beelink1_20240120_121507_01.fit,2024-01-20 12:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/01/20/ALASKA-ANCHORAGE_20240120_171500_01.fit.gz,valid,190.0,3600.0
359,359,266,266,2661,FITfiles/2024-03-29/Beelink1_20240329_164801_01.fit,2024-03-29 16:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/29/ALASKA-HAARP_20240329_204500_63.fit.gz,train,190.0,3600.0
360,360,1087,1087,8352,FITfiles/2024-04-20/Beelink1_20240420_111500_59.fit,2024-04-20 11:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/04/20/ALASKA-ANCHORAGE_20240420_151500_01.fit.gz,train,190.0,3600.0
